,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
1,0.881238942,0.881238942,0.881238942,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.062388792,2.069494897,2.069494897,2.077030063,2.077030063,2.077030063,2.077030063,2.077030063,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.097071686,2.099913755,2.099913755,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.103161069,2.108460626,2.108460626,2.108460626,2.108460626,2.108460626,2.108460626,2.108460626,2.108460626,2.108460626,2.108460626,2.119924367,2.131711811,2.131711811,2.132581383,2.132581383,2.132639158,2.132639158,2.132639158,2.132639158,2.132639158,2.132639158,2.146448672,2.146448672,2.167604054,2.171063793,2.171063793,2.171063793,2.171063793,2.17744585,2.17744585,2.184200442,2.184200442,2.184200442,2.18503989,2.18503989,2.18503989,2.18503989,2.18503989,2.18503989,2.18503989,2.18503989,2.18503989,2.187065114,2.192840684,2.192840684,2.192840684,2.192840684
2,-11.63227621,-9.86522441,-3.016617817,-3.016617817,-3.016617817,-3.016617817,-3.016617817,-3.016617817,-3.016617817,-3.016617817,-3.016617817,-3.016617817,-1.425759876,-1.425759876,-1.425759876,-1.425759876,-1.425759876,-1.425759876,-1.425759876,-1.425759876,-0.537942583,-0.537942583,-0.537942583,-0.537942583,-0.537942583,-0.4120487,-0.303979912,-0.303979912,-0.303979912,-0.303979912,-0.303979912,0.224430431,0.224430431,0.224430431,0.224430431,0.224430431,0.224430431,0.224430431,0.327776338,0.327776338,0.327776338,0.327776338,0.548025782,0.548025782,0.548025782,0.669428815,0.669428815,0.669428815,0.669428815,0.669428815,0.669428815,0.758978183,0.812497688,0.812497688,0.812497688,0.845107001,0.845107001,0.913207632,0.913207632,1.050643547,1.118001463,1.118001463,1.118001463,1.118001463,1.118001463,1.157893761,1.157893761,1.157893761,1.157893761,1.157893761,1.157893761,1.189998953,1.189998953,1.189998953,1.195605572,1.206817764,1.212984816,1.212984816,1.303327219,1.303327219,1.303327219,1.335015032,1.335015032,1.335015032,1.335015032,1.335015032,1.335015032,1.335015032,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.361920856,1.386516072,1.386516072,1.386516072,1.386516072,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866,1.391186866
3,-3.072623281,-3.072623281,-3.072623281,-3.072623281,-2.956646294,-2.956646294,-1.008171194,-1.008171194,-1.008171194,-1.008171194,-1.008171194,-1.008171194,-1.008171194,-1.008171194,0.408651767,0.408651767,0.408651767,0.408651767,0.50075935,0.50075935,0.50075935,0.50075935,0.50075935,0.50075935,0.502547541,0.502547541,0.502547541,0.502547541,0.502547541,0.502547541,0.658432351,0.658432351,0.658432351,0.658432351,0.658432351,0.693598488,0.693598488,0.907398402,0.907398402,0.907398402,0.907398402,0.907398402,1.099809077,1.099809077,1.112678167,1.112678167,1.409558907,1.409558907,1.409558907,1.409558907,1.409558907,1.409558907,1.409558907,1.409558907,1.409558907,1.533151756,1.533151756,1.533151756,1.533151756,1.533151756,1.55594568,1.55594568,1.56569718,1.56569718,1.56569718,1.56569718,1.56569718,1.56569718,1.56569718,1.56569718,1.56569718,1.56569718,1.669803449,1.669803449,1.669803449,1.669803449,1.669803449,1.669803449,1.669803449,1.677276382,1.677276382,1.677276382,1.677276382,1.677276382,1.679235259,1.679235259,1.679235259,1.679235259,1.685979183,1.685979183,1.685979183,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.729364143,1.753820934,1.753820934,1.753820934,1.753820934,1.753820934,1.753820934,1.753820934,1.753820934,1.753820934,1.753820934,1.778730521,1.778730521,1.778730521,1.778730521,1.778730521,1.778730521,1.778730521,1.778730521,1.778730521,1.778730521,1.778730521
4,-8.576597945,-6.238405916,-6.238405916,-0.817445238,-0.465960225,-0.465960225,-0.465960225,-0.465960225,-0.263505523,-0.263505523,-0.263505523,-0.263505523,-0.263505523,0.887930632,0.887930632,0.887930632,0.887930632,0.887930632,0.887930632,0.887930632,1.213789716,1.213789716,1.213789716,1.213789716,1.213789716,1.213789716,1.213789716,1.213789716,1.213789716,1.213789716,1.213789716,1.257235265,1.257235265,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.317143031,1.338089315,1.338089315,1.338089315,1.338089315,1.408617121,1.408617121,1.408617121,1.445806141,1.445806141,1.445806141,1.445806141,1.445806141,1.478575995,1.478575995,1.484075116,1.484075116,1.484075116,1.484075116,1.484075116,1.484075116,1.487442785,1.487442785,1.487442785,1.487442785,1.487442785,1.487442785,1.504220321,1.504220321,1.504220321,1.51329523,1.51329523,1.51329523,1.51329523,1.51329523,1.51329523,1.51329523,1.515339843,1.515339843,1.515339843,1.515339843,1.515339843,1.515339843,1.515339843,1.515339843,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.524253096,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122,1.546565122
5,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,0.864408675,1.097903045,1.097903045,1.097903045,1.097903045,1.097903045,1.097903045,1.100952481,1.100952481,1.100952481,1.100952481,1.100952481,1.100952481,1.100952481,1.131315431,1.131315431,1.131315431,1.131315431,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.329399058,1.331082406,1.331082406,1.331082406,1.331082406,1.331082406,1.331082406,1.431197748,1.431197748,1.431197748,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.45678604,1.458590861,1.458590861,1.458590861,1.458590861,1.496598433,1.496598433,1.50610059,1.50610059,1.530079653,1.547626098,1.547626098,1.547626098,1.547626098,1.547626098,1.547626098,1.547626098,1.547626098,1.547626098,1.547626098,1.547626098,1.554629065,1.554629065,1.554629065,1.554629065,1.554629065,1.554629065,1.581709075,1.581709075,1.581709075,1.581709075,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662,1.626919662
6,-3.619615588,-3.454484263,-3.454484263,-3.454484263,-3.454484263,-0.272477676,-0.272477676,-0.272477676,-0.272477676,-0.272477676,0.290265721,0.290265721,0.290265721,0.290265721,0.290265721,0.290265721,0.290265721,0.290265721,0.290265721,0.290265721,0.290265721,0.55370839,0.55370839,0.55370839,0.55370839,0.55370839,0.778387975,0.778387975,0.778387975,0.778387975,0.778387975,0.778387975,0.792466816,0.792466816,0.792466816,0.792466816,0.792466816,0.792466816,0.976082764,0.976082764,0.976082764,0.976082764,1.006169495,1.006169495,1.027875406,1.027875406,1.027875406,1.027875406,1.027875406,1.027875406,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.220902156,1.375887605,1.375887605,1.375887605,1.375887605,1.375887605,1.375887605,1.375887605,1.375887605,1.375887605,1.375887605,1.441036737,1.441036737,1.441036737,1.460783355,1.460783355,1.460783355,1.49888958,1.49888958,1.502880542,1.513976449,1.513976449,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.566572439,1.58740688,1.58740688,1.58740688,1.58740688,1.58740688,1.58740688,1.591343249,1.591343249,1.591343249,1.591343249,1.591343249,1.591343249,1.591343249,1.591343249,1.591343249,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437,1.629627437
7,-2.557864574,0.917283264,0.917283264,1.276338678,1.276338678,1.276338678,1.340730169,1.340730169,1.340730169,1.340730169,1.340730169,1.340730169,1.340730169,1.340730169,1.340730169,1.51573131,1.51573131,1.51573131,1.51573131,1.691993213,1.900272372,1.900272372,1.900272372,1.900272372,1.900272372,1.900272372,1.900272372,1.900272372,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.916460951,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,1.964935216,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.004505537,2.061438578,2.061438578,2.061438578,2.083653464,2.083653464,2.102087627,2.102087627,2.102087627,2.102087627
8,-3.636339563,-0.287835011,-0.287835011,-0.287835011,-0.287835011,-0.287835011,-0.287835011,-0.287835011,-0.287835011,-0.287835011,1.471323081,1.471323081,1.471323081,1.471323081,1.471323081,1.471323081,1.471323081,1.471323081,1.471323081,1.471323081,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.525843195,1.53852049,1.53852049,1.53852049,1.53852049,1.53852049,1.53852049,1.53852049,1.53852049,1.556329978,1.556329978,1.556329978,1.556329978,1.556329978,1.556329978,1.602402481,1.602402481,1.602402481,1.606161722,1.606161722,1.606161722,1.606161722,1.606161722,1.606161722,1.634656699,1.634656699,1.634656699,1.634656699,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.675984993,1.683333004,1.683333004,1.683333004,1.683333004
9,-9.985213325,-9.985213325,-7.802731997,-7.802731997,-2.746287096,-2.746287096,-2.746287096,-1.721310217,-1.721310217,-1.721310217,-1.721310217,-1.721310217,-0.946148466,-0.946148466,-0.946148466,-0.946148466,-0.946148466,-0.946148466,-0.946148466,-0.946148466,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.256687571,-0.194881805,-0.194881805,-0.194881805,-0.194881805,-0.194881805,-0.012229134,-0.012229134,-0.012229134,-0.012229134,-0.012229134,-0.012229134,-0.012229134,-0.012229134,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.19254905,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.341504499,0.624231074,0.624231074,0.624231074,0.624231074,0.624231074,0.716112091,0.716112091,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.73595982,0.763947004,0.763947004,0.763947004,0.763947004,0.763947004,0.763947004,0.763947004,0.958271232,0.958271232,0.958271232,0.958271232,0.958271232,0.958271232,1.058191565,1.058191565,1.058191565,1.058191565,1.058191565,1.058191565,1.058191565,1.062669558,1.141000788,1.150256393,1.221272534,1.221272534,1.221272534,1.221272534,1.221272534,1.221272534,1.221272534,1.221272534
10,-16.77848188,-7.50650849,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.803206979,-1.553918296,-1.553918296,-1.291206161,-1.164015464,-1.164015464,-1.164015464,-0.408394695,-0.408394695,-0.408394695,-0.408394695,-0.408394695,-0.408394695,-0.408394695,-0.408394695,-0.004414365,-0.004414365,-0.004414365,-0.004414365,0.178705324,0.178705324,0.52669848,0.52669848,0.52669848,1.034042012,1.034042012,1.034042012,1.238586265,1.238586265,1.238586265,1.238586265,1.238586265,1.238586265,1.238586265,1.238586265,1.2957421,1.2957421,1.2957421,1.2957421,1.416647291,1.416647291,1.416647291,1.416647291,1.416647291,1.416647291,1.481518276,1.481518276,1.481518276,1.481518276,1.481518276,1.481518276,1.481518276,1.481518276,1.481518276,1.566201204,1.566201204,1.566201204,1.584150133,1.609140133,1.609140133,1.609140133,1.609140133,1.609140133,1.609140133,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206,1.637308206
