PGTV_Dose,PGTV_Vol_means,PGTV_Vol_vars,PGTV_Vol_maxs,PGTV_Vol_mins,GTV_Dose,GTV_Vol_means,GTV_Vol_vars,GTV_Vol_maxs,GTV_Vol_mins,PTV_Dose,PTV_Vol_means,PTV_Vol_vars,PTV_Vol_maxs,PTV_Vol_mins,CTV_Dose,CTV_Vol_means,CTV_Vol_vars,CTV_Vol_maxs,CTV_Vol_mins,Femoral Head_Dose,Femoral Head_Vol_means,Femoral Head_Vol_vars,Femoral Head_Vol_maxs,Femoral Head_Vol_mins,Bladder_Dose,Bladder_Vol_means,Bladder_Vol_vars,Bladder_Vol_maxs,Bladder_Vol_mins,Body_Dose,Body_Vol_means,Body_Vol_vars,Body_Vol_maxs,Body_Vol_mins
0.64,100,0,100,100,0.64,100,0,100,100,0.64,100,0,100,100,0.64,100,0,100,100,0.64,99.95081372,0.155643677,100,99.32134622,0.64,100,0,100,100,0.64,88.87003573,9.279905407,99.82302444,64.46145179
0.65,100,0,100,100,0.65,100,0,100,100,0.65,100,0,100,100,0.65,100,0,100,100,0.65,99.93893301,0.184685185,100,99.20784767,0.65,100,0,100,100,0.65,88.63112812,9.354977095,99.80645226,64.21712333
0.66,100,0,100,100,0.66,100,0,100,100,0.66,100,0,100,100,0.66,100,0,100,100,0.66,99.92609967,0.215776928,100,99.09047607,0.66,100,0,100,100,0.66,88.39305026,9.427696363,99.78924248,63.97877212
0.67,100,0,100,100,0.67,100,0,100,100,0.67,100,0,100,100,0.67,100,0,100,100,0.67,99.91242691,0.248536319,100,98.97115307,0.67,100,0,100,100,0.67,88.1560352,9.498264839,99.77120336,63.74557217
0.68,100,0,100,100,0.68,100,0,100,100,0.68,100,0,100,100,0.68,100,0,100,100,0.68,99.89782909,0.283293757,100,98.848244,0.68,100,0,100,100,0.68,87.92014208,9.566822531,99.75228261,63.51671684
0.69,100,0,100,100,0.69,100,0,100,100,0.69,100,0,100,100,0.69,100,0,100,100,0.69,99.88239764,0.319946155,100,98.72215661,0.69,100,0,100,100,0.69,87.68526282,9.633165687,99.73265592,63.2920272
0.7,100,0,100,100,0.7,100,0,100,100,0.7,100,0,100,100,0.7,100,0,100,100,0.7,99.86599252,0.358846694,100,98.59170141,0.7,100,0,100,100,0.7,87.45195344,9.697684192,99.71209582,63.07218246
0.71,100,0,100,100,0.71,100,0,100,100,0.71,100,0,100,100,0.71,100,0,100,100,0.71,99.84861201,0.399895676,100,98.458108,0.71,100,0,100,100,0.71,87.21925566,9.760421242,99.69077173,62.85663208
0.72,100,0,100,100,0.72,100,0,100,100,0.72,100,0,100,100,0.72,100,0,100,100,0.72,99.83028468,0.443230016,100,98.32015891,0.72,100,0,100,100,0.72,86.98761155,9.821231097,99.66871055,62.64555182
0.73,100,0,100,100,0.73,100,0,100,100,0.73,100,0,100,100,0.73,100,0,100,100,0.73,99.81088586,0.489002976,100,98.1782422,0.73,100,0,100,100,0.73,86.75687672,9.880357604,99.6461259,62.43809304
0.74,100,0,100,100,0.74,100,0,100,100,0.74,100,0,100,100,0.74,100,0,100,100,0.74,99.7901822,0.537453439,100,98.03162962,0.74,100,0,100,100,0.74,86.52697743,9.938002187,99.62293045,62.23304327
0.75,100,0,100,100,0.75,100,0,100,100,0.75,100,0,100,100,0.75,100,0,100,100,0.75,99.76829473,0.588234803,100,97.88069749,0.75,100,0,100,100,0.75,86.29840606,9.994069365,99.59910923,62.03206547
0.76,100,0,100,100,0.76,100,0,100,100,0.76,100,0,100,100,0.76,100,0,100,100,0.76,99.74526322,0.641199281,100,97.72612214,0.76,100,0,100,100,0.76,86.07145865,10.04848209,99.57462017,61.83439899
0.77,100,0,100,100,0.77,100,0,100,100,0.77,100,0,100,100,0.77,100,0,100,100,0.77,99.72103157,0.696398063,100,97.56759368,0.77,100,0,100,100,0.77,85.84632176,10.10095326,99.54957204,61.63948507
0.78,100,0,100,100,0.78,100,0,100,100,0.78,100,0,100,100,0.78,100,0,100,100,0.78,99.69534155,0.754384967,100,97.40370956,0.78,100,0,100,100,0.78,85.6227426,10.15199661,99.52390237,61.4466563
0.79,100,0,100,100,0.79,100,0,100,100,0.79,100,0,100,100,0.79,100,0,100,100,0.79,99.66847075,0.814538278,100,97.23572833,0.79,100,0,100,100,0.79,85.40103976,10.20138381,99.49785955,61.25691128
0.8,100,0,100,100,0.8,100,0,100,100,0.8,100,0,100,100,0.8,100,0,100,100,0.8,99.64047751,0.876733581,100,97.06552211,0.8,100,0,100,100,0.8,85.18113843,10.24928089,99.47136491,61.07142463
0.81,100,0,100,100,0.81,100,0,100,100,0.81,100,0,100,100,0.81,100,0,100,100,0.81,99.61106858,0.940958684,100,96.89190503,0.81,100,0,100,100,0.81,84.963426,10.29528067,99.44435235,60.8897488
0.82,100,0,100,100,0.82,100,0,100,100,0.82,100,0,100,100,0.82,100,0,100,100,0.82,99.57904119,1.005844584,100,96.71652974,0.82,100,0,100,100,0.82,84.74746595,10.3394933,99.41663507,60.71119424
0.83,100,0,100,100,0.83,100,0,100,100,0.83,100,0,100,100,0.83,100,0,100,100,0.83,99.54364294,1.071002475,100,96.53965825,0.83,100,0,100,100,0.83,84.53326499,10.38175198,99.38812552,60.53572883
0.84,100,0,100,100,0.84,100,0,100,100,0.84,100,0,100,100,0.84,100,0,100,100,0.84,99.50620456,1.136716572,100,96.36283691,0.84,100,0,100,100,0.84,84.32103491,10.42232509,99.35896802,60.36273399
0.85,100,0,100,100,0.85,100,0,100,100,0.85,100,0,100,100,0.85,100,0,100,100,0.85,99.46655793,1.202957741,100,96.18721706,0.85,100,0,100,100,0.85,84.11075528,10.46131687,99.3289222,60.19306518
0.86,100,0,100,100,0.86,100,0,100,100,0.86,100,0,100,100,0.86,100,0,100,100,0.86,99.4242424,1.270203703,100,96.01150322,0.86,100,0,100,100,0.86,83.90242017,10.49883431,99.29827267,60.02628868
0.87,100,0,100,100,0.87,100,0,100,100,0.87,100,0,100,100,0.87,100,0,100,100,0.87,99.3809567,1.338963669,100,95.83634007,0.87,100,0,100,100,0.87,83.69609918,10.53476787,99.2668822,59.86301087
0.88,100,0,100,100,0.88,100,0,100,100,0.88,100,0,100,100,0.88,100,0,100,100,0.88,99.33736186,1.409978913,100,95.66193526,0.88,100,0,100,100,0.88,83.49179688,10.56952079,99.23498879,59.70315435
0.89,100,0,100,100,0.89,100,0,100,100,0.89,100,0,100,100,0.89,100,0,100,100,0.89,99.29431448,1.481377266,100,95.48691327,0.89,100,0,100,100,0.89,83.28976183,10.60310685,99.20245926,59.54616523
0.9,100,0,100,100,0.9,100,0,100,100,0.9,100,0,100,100,0.9,100,0,100,100,0.9,99.25099123,1.553725269,100,95.31151485,0.9,100,0,100,100,0.9,83.0899307,10.63551274,99.16901024,59.39187469
0.91,100,0,100,100,0.91,100,0,100,100,0.91,100,0,100,100,0.91,100,0,100,100,0.91,99.20701285,1.627340649,100,95.13531443,0.91,100,0,100,100,0.91,82.8925786,10.66676907,99.13474826,59.2413075
0.92,100,0,100,100,0.92,100,0,100,100,0.92,100,0,100,100,0.92,100,0,100,100,0.92,99.16237506,1.70225251,100,94.95942588,0.92,100,0,100,100,0.92,82.69750642,10.69688797,99.09976023,59.09327923
0.93,100,0,100,100,0.93,100,0,100,100,0.93,100,0,100,100,0.93,100,0,100,100,0.93,99.11692753,1.778985759,100,94.78295055,0.93,100,0,100,100,0.93,82.50450629,10.72584365,99.06367442,58.94777026
0.94,100,0,100,100,0.94,100,0,100,100,0.94,100,0,100,100,0.94,100,0,100,100,0.94,99.0703961,1.857738067,100,94.60629324,0.94,100,0,100,100,0.94,82.31334019,10.75378853,99.02660862,58.80478907
0.95,100,0,100,100,0.95,100,0,100,100,0.95,100,0,100,100,0.95,100,0,100,100,0.95,99.02319317,1.937762784,100,94.43076055,0.95,100,0,100,100,0.95,82.12413852,10.78064611,98.98820652,58.66369614
0.96,100,0,100,100,0.96,100,0,100,100,0.96,100,0,100,100,0.96,100,0,100,100,0.96,98.97527858,2.018816938,100,94.25691887,0.96,100,0,100,100,0.96,81.93671645,10.80625637,98.94869148,58.52471202
0.97,100,0,100,100,0.97,100,0,100,100,0.97,100,0,100,100,0.97,100,0,100,100,0.97,98.92639022,2.101579128,100,94.06620601,0.97,100,0,100,100,0.97,81.7509453,10.83056176,98.90767127,58.3873072
0.98,100,0,100,100,0.98,100,0,100,100,0.98,100,0,100,100,0.98,100,0,100,100,0.98,98.87672538,2.185584445,100,93.78232079,0.98,100,0,100,100,0.98,81.56761133,10.85416696,98.8649477,58.25198818
