PGTV_Dose,PGTV_Vol_means,PGTV_Vol_vars,PGTV_Vol_maxs,PGTV_Vol_mins,GTV_Dose,GTV_Vol_means,GTV_Vol_vars,GTV_Vol_maxs,GTV_Vol_mins,PTV_Dose,PTV_Vol_means,PTV_Vol_vars,PTV_Vol_maxs,PTV_Vol_mins,CTV_Dose,CTV_Vol_means,CTV_Vol_vars,CTV_Vol_maxs,CTV_Vol_mins,Femoral Head_Dose,Femoral Head_Vol_means,Femoral Head_Vol_vars,Femoral Head_Vol_maxs,Femoral Head_Vol_mins,Bladder_Dose,Bladder_Vol_means,Bladder_Vol_vars,Bladder_Vol_maxs,Bladder_Vol_mins,Body_Dose,Body_Vol_means,Body_Vol_vars,Body_Vol_maxs,Body_Vol_mins
0.76,100,0,100,100,0.76,100,0,100,100,0.76,100,0,100,100,0.76,100,0,100,100,0.76,99.56976418,1.020187484,100,96.64185541,0.76,100,0,100,100,0.76,86.04191066,10.0295947,99.31069779,61.88922266
0.77,100,0,100,100,0.77,100,0,100,100,0.77,100,0,100,100,0.77,100,0,100,100,0.77,99.52977646,1.106468334,100,96.41273494,0.77,100,0,100,100,0.77,85.81899095,10.08015457,99.27199841,61.69319959
0.78,100,0,100,100,0.78,100,0,100,100,0.78,100,0,100,100,0.78,100,0,100,100,0.78,99.48857382,1.195113083,100,96.18388343,0.78,100,0,100,100,0.78,85.59744999,10.12869552,99.23248839,61.502002
0.79,100,0,100,100,0.79,100,0,100,100,0.79,100,0,100,100,0.79,100,0,100,100,0.79,99.44618889,1.286208944,100,95.95217057,0.79,100,0,100,100,0.79,85.37784809,10.17546785,99.19159556,61.31390755
0.8,100,0,100,100,0.8,100,0,100,100,0.8,100,0,100,100,0.8,100,0,100,100,0.8,99.40272218,1.379443271,100,95.71865415,0.8,100,0,100,100,0.8,85.1600779,10.22034214,99.1502458,61.13046205
0.81,100,0,100,100,0.81,100,0,100,100,0.81,100,0,100,100,0.81,100,0,100,100,0.81,99.35820842,1.474790686,100,95.48521529,0.81,100,0,100,100,0.81,84.94430012,10.26343998,99.10853591,60.94997858
0.82,100,0,100,100,0.82,100,0,100,100,0.82,100,0,100,100,0.82,100,0,100,100,0.82,99.31223371,1.573490306,100,95.25080999,0.82,100,0,100,100,0.82,84.7303026,10.30475812,99.06688653,60.77311976
0.83,100,0,100,100,0.83,100,0,100,100,0.83,100,0,100,100,0.83,100,0,100,100,0.83,99.26536102,1.673887194,100,95.01565083,0.83,100,0,100,100,0.83,84.51813407,10.34415539,99.02551946,60.59977956
0.84,100,0,100,100,0.84,100,0,100,100,0.84,100,0,100,100,0.84,100,0,100,100,0.84,99.21764349,1.775932348,100,94.77964836,0.84,100,0,100,100,0.84,84.30801258,10.38181943,98.98402767,60.42952587
0.85,100,0,100,100,0.85,100,0,100,100,0.85,100,0,100,100,0.85,100,0,100,100,0.85,99.16911114,1.879522468,100,94.54424977,0.85,100,0,100,100,0.85,84.10007571,10.4177822,98.9424109,60.26181373
0.86,100,0,100,100,0.86,100,0,100,100,0.86,100,0,100,100,0.86,100,0,100,100,0.86,99.11958045,1.984998845,100,94.23861157,0.86,100,0,100,100,0.86,83.89406685,10.45233677,98.9000846,60.09668237
0.87,100,0,100,100,0.87,100,0,100,100,0.87,100,0,100,100,0.87,100,0,100,100,0.87,99.06905945,2.092431889,100,93.9015329,0.87,100,0,100,100,0.87,83.69017037,10.48576787,98.85735774,59.93471213
0.88,100,0,100,100,0.88,100,0,100,100,0.88,100,0,100,100,0.88,100,0,100,100,0.88,99.01789071,2.200972983,100,93.56089861,0.88,100,0,100,100,0.88,83.48840992,10.51812512,98.81452773,59.77512092
0.89,100,0,100,100,0.89,100,0,100,100,0.89,100,0,100,100,0.89,100,0,100,100,0.89,98.96633461,2.310030102,100,93.21677726,0.89,100,0,100,100,0.89,83.28862983,10.54934834,98.77207878,59.61830358
0.9,100,0,100,100,0.9,100,0,100,100,0.9,100,0,100,100,0.9,100,0,100,100,0.9,98.91460622,2.418931852,100,92.8733362,0.9,100,0,100,100,0.9,83.09100081,10.57941581,98.72854136,59.46448663
0.91,100,0,100,100,0.91,100,0,100,100,0.91,100,0,100,100,0.91,100,0,100,100,0.91,98.86241502,2.528588067,100,92.52588068,0.91,100,0,100,100,0.91,82.89576145,10.6083796,98.68501762,59.31399583
0.92,100,0,100,100,0.92,100,0,100,100,0.92,100,0,100,100,0.92,100,0,100,100,0.92,98.81019444,2.638399923,100,92.17970245,0.92,100,0,100,100,0.92,82.70268279,10.63643598,98.64156689,59.16603227
0.93,100,0,100,100,0.93,100,0,100,100,0.93,100,0,100,100,0.93,100,0,100,100,0.93,98.75804905,2.748321392,100,91.82952208,0.93,100,0,100,100,0.93,82.51183844,10.66332819,98.59776293,59.02090465
0.94,100,0,100,100,0.94,100,0,100,100,0.94,100,0,100,100,0.94,100,0,100,100,0.94,98.70657079,2.856918521,100,91.48346238,0.94,100,0,100,100,0.94,82.32318224,10.68912379,98.5536375,58.87765006
0.95,100,0,100,100,0.95,100,0,100,100,0.95,100,0,100,100,0.95,100,0,100,100,0.95,98.65525292,2.96551408,100,91.13592341,0.95,100,0,100,100,0.95,82.13673106,10.71373034,98.50915766,58.73674432
0.96,100,0,100,100,0.96,100,0,100,100,0.96,100,0,100,100,0.96,100,0,100,100,0.96,98.60401978,3.07434332,100,90.78906419,0.96,100,0,100,100,0.96,81.95237949,10.73723247,98.46473431,58.59828687
0.97,100,0,100,100,0.97,100,0,100,100,0.97,100,0,100,100,0.97,100,0,100,100,0.97,98.55332091,3.182347409,100,90.44265309,0.97,100,0,100,100,0.97,81.77013015,10.75971934,98.419825,58.46156718
0.98,100,0,100,100,0.98,100,0,100,100,0.98,100,0,100,100,0.98,100,0,100,100,0.98,98.50300471,3.289807657,100,90.0984699,0.98,100,0,100,100,0.98,81.58987182,10.78110722,98.37482188,58.32614053
0.99,100,0,100,100,0.99,100,0,100,100,0.99,100,0,100,100,0.99,100,0,100,100,0.99,98.45316206,3.396497087,100,89.75517517,0.99,100,0,100,100,0.99,81.41172598,10.80140315,98.32883785,58.19273218
1,100,0,100,100,1,100,0,100,100,1,100,0,100,100,1,100,0,100,100,1,98.40394571,3.502035445,100,89.41462345,1,100,0,100,100,1,81.23572542,10.82094557,98.28283133,58.0604148
1.01,100,0,100,100,1.01,100,0,100,100,1.01,100,0,100,100,1.01,100,0,100,100,1.01,98.35553674,3.606062766,100,89.07727258,1.01,100,0,100,100,1.01,81.06177323,10.83970326,98.23583864,57.9302928
1.02,100,0,100,100,1.02,100,0,100,100,1.02,100,0,100,100,1.02,100,0,100,100,1.02,98.30779765,3.708851784,100,88.7408275,1.02,100,0,100,100,1.02,80.88998691,10.85779841,98.18786021,57.80157139
1.03,100,0,100,100,1.03,100,0,100,100,1.03,100,0,100,100,1.03,100,0,100,100,1.03,98.26059449,3.810607859,100,88.40557326,1.03,100,0,100,100,1.03,80.72010324,10.87525181,98.13905666,57.67411664
